prompt,answer
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Persistent Issues with Wireless Printing
Body: Dear Customer Support,

I am experiencing persistent wireless connection problems with my brand new HP DeskJet 3755. Despite carefully following the initial instructions provided, I am unable to establish a reliable connection for wireless printing. This issue is causing significant inconvenience. Could you please assist me in resolving this matter at the earliest? My account number is <acc_num>. Your prompt response would be greatly appreciated.

Thank you,
<name>
Contact: <tel_num>
Language: en
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Schlechte Akkulaufzeit auf MacBook Air M1
Body: Sehr geehrter Tech Online Store Support, ich schreibe, um einen signifikanten Rückgang der Akkulaufzeit meines MacBook Air M1 nach dem letzten Update zu melden. Ich möchte um Unterstützung bei der Behebung dieses Problems bitten. Meine Kontonummer ist <acc_num>. Vielen Dank, <name>, <tel_num>
Language: de
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgent: Dell XPS Power Issue
Body: Hello Tech Online Store Customer Support,

I am experiencing power issues with my Dell XPS 13 9310. The laptop is failing to charge when plugged in. Can you please provide urgent assistance to resolve this issue?

Thank you,
<name>
Language: en
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema con el monitor
Body: Hola equipo de soporte, mi Dell XPS 13 9310 no está reconociendo un monitor externo. He intentado solucionar los controladores gráficos, pero el problema persiste. Por favor, aconsejen sobre los próximos pasos para resolver este problema. Gracias, <name>
Language: es
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitud de Reemplazo de Garantía
Body: Hola Equipo de Soporte de Tech Online Store,

Me pongo en contacto para solicitar un reemplazo de garantía para mi Canon PIXMA MG3620, ya que ha dejado de imprimir de forma inalámbrica. A pesar de haber intentado varios métodos de solución de problemas, no he podido resolver el problema. Agradecería su orientación sobre cómo proceder con el reemplazo. Mi pedido se realizó bajo la cuenta <acc_num>.

Gracias por su ayuda.

Saludos cordiales,
<name>
<tel_num>
Language: es
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Zoom abstürzt während Anrufen
Body: Sehr geehrter Kundenservice, ich erlebe ständige Abstürze von Zoom, wenn ich Video-Konferenzanrufe mit der Version 5.11.0 starte. Dieses Problem verursacht erhebliche Störungen bei unseren Teammeetings und im Workflow. Ich bitte um weitere Untersuchungen, um dieses Problem umgehend zu lösen. Vielen Dank. Mit freundlichen Grüßen, <name> <tel_num>
Language: de
Business type: Software Development Company

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Verbindungsproblem mit der Tastatur
Body: Sehr geehrter Kundenservice,

ich schreibe, um Sie über ein hartnäckiges Problem zu informieren, das ich mit meinem Microsoft Surface Pro 7 habe. Nach dem letzten Firmware-Update verbindet sich die abnehmbare Tastatur wiederholt nicht richtig. Dieses Problem besteht schon länger und beeinträchtigt meine Produktivität erheblich. Ich habe alle empfohlenen Fehlersuche-Schritte ausprobiert, aber nichts scheint das Problem zu lösen. Könnten Sie bitte eine Anleitung geben, wie ich dieses Problem angehen kann? Meine Kontonummer ist <acc_num>. Sie können mich unter <tel_num> oder per E-Mail für weitere Informationen erreichen. Ihre schnelle Unterstützung wäre sehr geschätzt.

Mit freundlichen Grüßen,
<name>
Language: de
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitud de Optimización del Rendimiento para el Sistema de Tickets
Body: Estimado Soporte al Cliente,<br><br>Necesitamos optimizar el rendimiento de nuestro sistema de tickets existente, así como orientación sobre la distribución eficiente de la carga del servidor. Los problemas están afectando nuestro Servicio de Consultoría de TI y necesitan atención urgente.<br><br>Gracias por su asistencia.<br><br>Atentamente,<br><name>
Language: es
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Assistance concernant les erreurs de facturation
Body: Cher support client, J'ai remarqué des erreurs de facturation dans mes factures de service de conseil en informatique. Pourriez-vous vérifier et corriger les charges ? Mon numéro de compte est <acc_num>. Dans l'attente de votre assistance. Cordialement, <name>.
Language: fr
Business type: IT Services

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Brauche Hilfe beim Bereitstellen eines neuen Mikrodienstes
Body: Sehr geehrtes IT-Services-Support-Team,

ich benötige Unterstützung bei der Bereitstellung eines neuen Mikrodienstes auf der AWS-Cloud-Infrastruktur mithilfe der vollständigen AWS-Umgebung. Das betroffene Produkt ist der AWS Management Service. Bitte beraten Sie mich zu den besten Praktiken und stellen Sie einen geführten Prozess für eine reibungslose Bereitstellung zur Verfügung. Ich danke Ihnen für Ihre schnelle Unterstützung in dieser Angelegenheit.

Vielen Dank,
<name>
Language: de
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Asistencia urgente requerida
Body: Estimado servicio de atención al cliente,

Necesitamos urgentemente asistencia para configurar las tablas de enrutamiento para nuestro enrutador Cisco ISR4331. Esto es fundamental para mantener las operaciones de la red en el sitio de un cliente. Por favor, prioricen esta solicitud ya que impacta en nuestra entrega de servicio.

Detalles del enrutador: Cisco ISR4331.

Gracias,

<name>, Empresa de Consultoría IT.
<tel_num>
Language: es
Business type: IT Consulting Firm

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problem mit der Cloud-Überwachung
Body: Sehr geehrter Support, unser Kunde hat Probleme mit der Überwachung von Cloud-Ressourcen im AWS Management Service. Bitte helfen Sie uns, dies umgehend zu lösen. Beste Grüße, <name>, <company>. Kontakt: <tel_num>.
Language: de
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Questions About Warranty
Body: Dear Tech Online Store Support Team, I have some questions regarding the extended warranty plan available for the Canon PIXMA MG3620 printer. Could you please provide detailed information on what is covered, duration, and the cost involved? Thank you! Sincerely, <name>
Language: en
Business type: Tech Online Store

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgent: Dell XPS 13 9310 issue
Body: Dear Tech Online Store Support,

I am experiencing an issue with my Dell XPS 13 9310, which occasionally freezes and disrupts my workflow. Could you please assist me in diagnosing and resolving this problem?

Thank you,
<name>
Account Number: <acc_num>
Phone: <tel_num>
Language: en
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Häufige Audioaussetzer während Videoanrufen
Body: Sehr geehrtes IT-Service-Support-Team, ich habe häufige Audioaussetzer während meiner Videoanrufe, obwohl die Netzwerkbedingungen stabil sind. Dieses Problem tritt speziell mit der Zoom-Version 5.11.0 auf. Meine Kontonummer ist <acc_num>. Können Sie bitte helfen, dieses laufende Problem zu lösen? Sie können mich jederzeit unter <tel_num> kontaktieren. Ihre dringende Aufmerksamkeit für diese Angelegenheit wäre sehr geschätzt. Vielen Dank, <name>.
Language: de
Business type: IT Services

Answer:",Customer Service
